quote_id,product,gross_margin_rate,unit_price,qty,subtotal_price,energy_grant_amount,grant_ratio_to_subtotal,product_win_rate_pct,num_diagnosis_reasons,lost_diagnosis_reasons,competitor_count_available,avg_competitor_price,price_gap_avg_competitor,price_gap_avg_competitor_pct,higher_than_avg_competitor,gross_margin_rate_pct,grant_ratio_to_subtotal_pct
Q-05857,W,0.161,173420.0,1,173420.0,66000,0.3805789412985815,13.82,3,Low or no energy grant advantage; Product has historically low win rate; No competitor information available,0,,,,,16.1,38.06
Q-05861,W,0.161,173420.0,1,173420.0,66000,0.3805789412985815,13.82,3,Low or no energy grant advantage; Product has historically low win rate; No competitor information available,0,,,,,16.1,38.06
Q-05868,N1,0.6515000000000001,1283500.0,1,1283500.0,375000,0.292169848071679,34.87,3,Gross Margin Rate too high; Price higher than competitors; Low or no energy grant advantage,2,830000.0,453500.0,54.63855421686748,1.0,65.15,29.22
Q-05870,H1,0.4845,391392.0,1,391392.0,222000,0.5672062791268089,29.39,1,Price higher than competitors,1,360000.0,31392.0,8.72,1.0,48.45,56.72
Q-05879,I1,0.3639,265700.0,1,265700.0,132000,0.4968009032743696,22.91,2,Price higher than competitors; Product has historically low win rate,1,240000.0,25700.0,10.708333333333334,1.0,36.39,49.68
Q-05881,A1,0.3443,244620.0,1,244620.0,90000,0.3679175864606328,18.99,3,Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,170000.0,74620.0,43.89411764705882,1.0,34.43,36.79
Q-05882,I1,0.3895,264420.0,1,264420.0,132000,0.4992058089403222,22.91,2,Price higher than competitors; Product has historically low win rate,1,240000.0,24420.0,10.175,1.0,38.95,49.92
Q-05887,H1,0.4477,366120.0,1,366120.0,222000,0.6063585709603408,29.39,1,Price higher than competitors,1,360000.0,6120.0,1.7000000000000002,1.0,44.77,60.64
Q-05894,H1,0.4782,387504.0,1,387504.0,222000,0.5728973120277469,29.39,1,Price higher than competitors,1,360000.0,27504.0,7.64,1.0,47.82,57.29
Q-05895,H1,0.4585,372600.0,1,372600.0,222000,0.5958132045088567,29.39,1,Price higher than competitors,1,360000.0,12600.0,3.5000000000000004,1.0,45.85,59.58
Q-05904,I1,0.424,279864.0,1,279864.0,132000,0.4716576622931138,22.91,2,Price higher than competitors; Product has historically low win rate,1,240000.0,39864.0,16.61,1.0,42.4,47.17
Q-05906,H1,0.4782,387504.0,1,387504.0,222000,0.5728973120277469,29.39,1,Price higher than competitors,1,360000.0,27504.0,7.64,1.0,47.82,57.29
Q-05930,H1,0.4782,387504.0,1,387504.0,222000,0.5728973120277469,29.39,1,Price higher than competitors,1,360000.0,27504.0,7.64,1.0,47.82,57.29
Q-05931,H1,0.4477,366120.0,2,732240.0,222000,0.3031792854801704,29.39,2,Price higher than competitors; Low or no energy grant advantage,1,360000.0,6120.0,1.7000000000000002,1.0,44.77,30.32
Q-05932,C,0.2682,1509859.0,1,1509859.0,451000,0.2987033888594895,60.0,2,Low or no energy grant advantage; No competitor information available,0,,,,,26.82,29.87
Q-05939,I1,0.3895,264420.0,1,264420.0,132000,0.4992058089403222,22.91,2,Price higher than competitors; Product has historically low win rate,1,240000.0,24420.0,10.175,1.0,38.95,49.92
Q-05939,I1,0.3895,264420.0,1,264420.0,132000,0.4992058089403222,22.91,2,Price higher than competitors; Product has historically low win rate,1,240000.0,24420.0,10.175,1.0,38.95,49.92
Q-05940,H1,0.449,366120.0,1,366120.0,222000,0.6063585709603408,29.39,1,Price higher than competitors,1,360000.0,6120.0,1.7000000000000002,1.0,44.9,60.64
Q-05941,H1,0.4782,387504.0,1,387504.0,222000,0.5728973120277469,29.39,1,Price higher than competitors,1,360000.0,27504.0,7.64,1.0,47.82,57.29
Q-05946,H1,0.6887000000000001,648000.0,1,648000.0,222000,0.3425925925925926,29.39,3,Gross Margin Rate too high; Price higher than competitors; Low or no energy grant advantage,1,360000.0,288000.0,80.0,1.0,68.87,34.26
Q-05952,H1,0.4834,391392.0,2,782784.0,222000,0.2836031395634044,29.39,2,Price higher than competitors; Low or no energy grant advantage,1,360000.0,31392.0,8.72,1.0,48.34,28.36
Q-05978,I1,0.4479999999999999,292032.0,1,292032.0,132000,0.4520052596975674,22.91,2,Price higher than competitors; Product has historically low win rate,1,240000.0,52032.0,21.68,1.0,44.8,45.2
Q-05984,W,0.4861,290000.0,1,290000.0,66000,0.2275862068965517,13.82,3,Low or no energy grant advantage; Product has historically low win rate; No competitor information available,0,,,,,48.61,22.76
Q-05989,A1,0.3193,247455.0,1,247455.0,90000,0.3637024913620658,18.99,3,Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,170000.0,77455.0,45.561764705882354,1.0,31.93,36.37
Q-05993,H1,0.4048,366120.0,1,366120.0,222000,0.6063585709603408,29.39,1,Price higher than competitors,1,360000.0,6120.0,1.7000000000000002,1.0,40.48,60.64
Q-05993,N1,0.4048,725177.5,1,725177.5,375000,0.5171147753481045,34.87,0,No clear rule-based reason,2,830000.0,-104822.5,-12.62921686746988,0.0,40.48,51.71
Q-05998,Q,0.0715,155480.0,1,155480.0,45000,0.2894262927707743,10.32,3,Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,130000.0,25480.0,19.6,1.0,7.15,28.94
Q-05999,I1,0.4289,282672.0,1,282672.0,132000,0.466972321276957,22.91,2,Price higher than competitors; Product has historically low win rate,1,240000.0,42672.0,17.78,1.0,42.89,46.7
Q-06007,A1,0.3702,252720.0,1,252720.0,90000,0.3561253561253561,18.99,3,Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,170000.0,82720.0,48.65882352941176,1.0,37.02,35.61
Q-06017,W,0.1119999999999999,163850.0,1,163850.0,66000,0.4028074458346048,13.82,2,Product has historically low win rate; No competitor information available,0,,,,,11.2,40.28
Q-06020,H1,0.4782,387504.0,1,387504.0,222000,0.5728973120277469,29.39,1,Price higher than competitors,1,360000.0,27504.0,7.64,1.0,47.82,57.29
Q-06023,N1,0.4172,767533.0,1,767533.0,375000,0.4885783412569883,34.87,0,No clear rule-based reason,2,830000.0,-62467.0,-7.526144578313253,0.0,41.72,48.86
Q-06024,H1,0.688,387504.0,1,387504.0,222000,0.5728973120277469,29.39,2,Gross Margin Rate too high; Price higher than competitors,1,360000.0,27504.0,7.64,1.0,68.8,57.29
Q-06025,I1,0.4289,282672.0,1,282672.0,132000,0.466972321276957,22.91,2,Price higher than competitors; Product has historically low win rate,1,240000.0,42672.0,17.78,1.0,42.89,46.7
Q-06027,H1,0.4782,387504.0,1,387504.0,222000,0.5728973120277469,29.39,1,Price higher than competitors,1,360000.0,27504.0,7.64,1.0,47.82,57.29
Q-06029,I1,0.6556000000000001,468000.0,1,468000.0,132000,0.282051282051282,22.91,4,Gross Margin Rate too high; Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,240000.0,228000.0,95.0,1.0,65.56,28.21
Q-06030,H1,0.4782,387504.0,1,387504.0,222000,0.5728973120277469,29.39,1,Price higher than competitors,1,360000.0,27504.0,7.64,1.0,47.82,57.29
Q-06032,I1,0.4354,285948.0,1,285948.0,132000,0.461622392882622,22.91,2,Price higher than competitors; Product has historically low win rate,1,240000.0,45948.0,19.145,1.0,43.54,46.16
Q-06033,H1,0.4782,387504.0,1,387504.0,222000,0.5728973120277469,29.39,1,Price higher than competitors,1,360000.0,27504.0,7.64,1.0,47.82,57.29
Q-06043,I1,0.4000999999999999,269100.0,1,269100.0,132000,0.4905239687848383,22.91,2,Price higher than competitors; Product has historically low win rate,1,240000.0,29100.0,12.125,1.0,40.01,49.05
Q-06044,I1,0.4000999999999999,269100.0,1,269100.0,132000,0.4905239687848383,22.91,2,Price higher than competitors; Product has historically low win rate,1,240000.0,29100.0,12.125,1.0,40.01,49.05
Q-06080,N1,0.3827,725177.5,1,725177.5,375000,0.5171147753481045,34.87,0,No clear rule-based reason,2,830000.0,-104822.5,-12.62921686746988,0.0,38.27,51.71
Q-06084,H1,0.4429999999999999,362232.0,1,362232.0,222000,0.6128668919366593,29.39,1,Price higher than competitors,1,360000.0,2232.0,0.62,1.0,44.3,61.29
Q-06085,I1,0.3895,264420.0,1,264420.0,132000,0.4992058089403222,22.91,2,Price higher than competitors; Product has historically low win rate,1,240000.0,24420.0,10.175,1.0,38.95,49.92
Q-06090,I1,0.2855,225950.4,1,225950.4,132000,0.5841990100482229,22.91,1,Product has historically low win rate,1,240000.0,-14049.600000000006,-5.854000000000002,0.0,28.55,58.42
Q-06103,N1,0.6512,1283500.0,1,1283500.0,375000,0.292169848071679,34.87,3,Gross Margin Rate too high; Price higher than competitors; Low or no energy grant advantage,2,830000.0,453500.0,54.63855421686748,1.0,65.12,29.22
Q-06109,Z,0.3985,2292899.7,2,4585799.4,720000,0.1570064316376333,44.44,2,Low or no energy grant advantage; No competitor information available,0,,,,,39.85,15.7
Q-06115,J1,0.612,1173500.0,1,1173500.0,181500,0.1546655304644226,22.22,4,Gross Margin Rate too high; Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,620000.0,553500.0,89.27419354838709,1.0,61.2,15.47
Q-06121,H1,0.4429999999999999,362232.0,1,362232.0,222000,0.6128668919366593,29.39,1,Price higher than competitors,1,360000.0,2232.0,0.62,1.0,44.3,61.29
Q-06128,I1,0.424,279864.0,1,279864.0,132000,0.4716576622931138,22.91,2,Price higher than competitors; Product has historically low win rate,1,240000.0,39864.0,16.61,1.0,42.4,47.17
Q-06131,S,0.4972999999999999,2045160.0,1,2045160.0,528000,0.258170509886757,15.22,3,Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,1880000.0,165160.0,8.785106382978723,1.0,49.73,25.82
Q-06132,Q,0.0807,157040.0,1,157040.0,45000,0.2865511971472236,10.32,3,Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,130000.0,27040.0,20.8,1.0,8.07,28.66
Q-06138,A1,0.3045,228825.0,1,228825.0,90000,0.3933136676499508,18.99,2,Price higher than competitors; Product has historically low win rate,1,170000.0,58825.0,34.60294117647059,1.0,30.45,39.33
Q-06145,H1,0.4417999999999999,362232.0,1,362232.0,222000,0.6128668919366593,29.39,1,Price higher than competitors,1,360000.0,2232.0,0.62,1.0,44.18,61.29
Q-06151,H1,0.4429999999999999,362232.0,2,724464.0,222000,0.3064334459683296,29.39,2,Price higher than competitors; Low or no energy grant advantage,1,360000.0,2232.0,0.62,1.0,44.3,30.64
Q-06152,H1,0.688,648000.0,1,648000.0,222000,0.3425925925925926,29.39,3,Gross Margin Rate too high; Price higher than competitors; Low or no energy grant advantage,1,360000.0,288000.0,80.0,1.0,68.8,34.26
Q-06153,M,0.5742,1252700.0,1,1252700.0,322500,0.2574439211303584,22.22,4,Gross Margin Rate too high; Low or no energy grant advantage; Product has historically low win rate; No competitor information available,0,,,,,57.42,25.74
Q-06167,H1,0.4477,366120.0,1,366120.0,222000,0.6063585709603408,29.39,1,Price higher than competitors,1,360000.0,6120.0,1.7000000000000002,1.0,44.77,60.64
Q-06222,N1,0.2827,647280.0,1,647280.0,375000,0.5793474230626622,34.87,0,No clear rule-based reason,2,830000.0,-182720.0,-22.014457831325306,0.0,28.27,57.93
Q-06227,I1,0.3903999999999999,264420.0,1,264420.0,132000,0.4992058089403222,22.91,2,Price higher than competitors; Product has historically low win rate,1,240000.0,24420.0,10.175,1.0,39.04,49.92
Q-06228,C,0.6406999999999999,2701000.0,1,2701000.0,451000,0.1669751943724546,60.0,3,Gross Margin Rate too high; Low or no energy grant advantage; No competitor information available,0,,,,,64.07,16.7
Q-06228,O,0.6406999999999999,1546000.0,1,1546000.0,322500,0.2086028460543337,50.0,3,Gross Margin Rate too high; Low or no energy grant advantage; No competitor information available,0,,,,,64.07,20.86
Q-06228,S,0.6406999999999999,3420000.0,1,3420000.0,528000,0.1543859649122807,15.22,4,Gross Margin Rate too high; Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,1880000.0,1540000.0,81.91489361702128,1.0,64.07,15.44
Q-06254,A1,0.607,405000.0,1,405000.0,90000,0.2222222222222222,18.99,4,Gross Margin Rate too high; Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,170000.0,235000.0,138.23529411764704,1.0,60.7,22.22
Q-06266,H1,0.4782,387504.0,1,387504.0,222000,0.5728973120277469,29.39,1,Price higher than competitors,1,360000.0,27504.0,7.64,1.0,47.82,57.29
Q-06267,H1,0.4782,387504.0,1,387504.0,222000,0.5728973120277469,29.39,1,Price higher than competitors,1,360000.0,27504.0,7.64,1.0,47.82,57.29
Q-06272,O1,0.6406000000000001,1283500.0,1,1283500.0,375000,0.292169848071679,46.77,3,Gross Margin Rate too high; Price higher than competitors; Low or no energy grant advantage,2,830000.0,453500.0,54.63855421686748,1.0,64.06,29.22
Q-06275,I1,0.424,279864.0,1,279864.0,132000,0.4716576622931138,22.91,2,Price higher than competitors; Product has historically low win rate,1,240000.0,39864.0,16.61,1.0,42.4,47.17
Q-06280,H1,0.4782,387504.0,1,387504.0,222000,0.5728973120277469,29.39,1,Price higher than competitors,1,360000.0,27504.0,7.64,1.0,47.82,57.29
Q-06282,H1,0.4782,387504.0,1,387504.0,222000,0.5728973120277469,29.39,1,Price higher than competitors,1,360000.0,27504.0,7.64,1.0,47.82,57.29
Q-06298,W,0.161,173420.0,1,173420.0,66000,0.3805789412985815,13.82,3,Low or no energy grant advantage; Product has historically low win rate; No competitor information available,0,,,,,16.1,38.06
Q-06299,H1,0.4782,387504.0,1,387504.0,222000,0.5728973120277469,29.39,1,Price higher than competitors,1,360000.0,27504.0,7.64,1.0,47.82,57.29
Q-06300,H1,0.4782,387504.0,1,387504.0,222000,0.5728973120277469,29.39,1,Price higher than competitors,1,360000.0,27504.0,7.64,1.0,47.82,57.29
Q-06304,I1,0.4000999999999999,269100.0,1,269100.0,132000,0.4905239687848383,22.91,2,Price higher than competitors; Product has historically low win rate,1,240000.0,29100.0,12.125,1.0,40.01,49.05
Q-06305,H1,0.4585,372600.0,1,372600.0,222000,0.5958132045088567,29.39,1,Price higher than competitors,1,360000.0,12600.0,3.5000000000000004,1.0,45.85,59.58
Q-06306,H1,0.4518999999999999,368064.0,1,368064.0,222000,0.6031559728742827,29.39,1,Price higher than competitors,1,360000.0,8064.0,2.24,1.0,45.19,60.32
Q-06307,H1,0.4585,372600.0,1,372600.0,222000,0.5958132045088567,29.39,1,Price higher than competitors,1,360000.0,12600.0,3.5000000000000004,1.0,45.85,59.58
Q-06308,H1,0.4585,372600.0,1,372600.0,222000,0.5958132045088567,29.39,1,Price higher than competitors,1,360000.0,12600.0,3.5000000000000004,1.0,45.85,59.58
Q-06310,W,0.1063,166750.0,1,166750.0,66000,0.3958020989505247,13.82,2,Product has historically low win rate; No competitor information available,0,,,,,10.63,39.58
Q-06311,W,0.1063,166750.0,1,166750.0,66000,0.3958020989505247,13.82,2,Product has historically low win rate; No competitor information available,0,,,,,10.63,39.58
Q-06312,N1,0.3935,738012.5,1,738012.5,375000,0.5081214749072678,34.87,0,No clear rule-based reason,2,830000.0,-91987.5,-11.082831325301203,0.0,39.35,50.81
Q-06313,J1,0.3252,674762.5,1,674762.5,181500,0.2689835312424742,22.22,3,Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,620000.0,54762.5,8.832661290322582,1.0,32.52,26.9
Q-06320,H1,0.4477,366120.0,1,366120.0,222000,0.6063585709603408,29.39,1,Price higher than competitors,1,360000.0,6120.0,1.7000000000000002,1.0,44.77,60.64
Q-06321,H1,0.449,366120.0,1,366120.0,222000,0.6063585709603408,29.39,1,Price higher than competitors,1,360000.0,6120.0,1.7000000000000002,1.0,44.9,60.64
Q-06327,D,0.6448999999999999,2701000.0,1,2701000.0,451000,0.1669751943724546,30.77,3,Gross Margin Rate too high; Low or no energy grant advantage; No competitor information available,0,,,,,64.49,16.7
Q-06327,N,0.6448999999999999,1252700.0,1,1252700.0,322500,0.2574439211303584,70.0,3,Gross Margin Rate too high; Low or no energy grant advantage; No competitor information available,0,,,,,64.49,25.74
Q-06327,T,0.6448999999999999,3420000.0,1,3420000.0,528000,0.1543859649122807,38.46,3,Gross Margin Rate too high; Price higher than competitors; Low or no energy grant advantage,1,1880000.0,1540000.0,81.91489361702128,1.0,64.49,15.44
Q-06332,H1,0.4782,387504.0,1,387504.0,222000,0.5728973120277469,29.39,1,Price higher than competitors,1,360000.0,27504.0,7.64,1.0,47.82,57.29
Q-06333,H1,0.4782,387504.0,1,387504.0,222000,0.5728973120277469,29.39,1,Price higher than competitors,1,360000.0,27504.0,7.64,1.0,47.82,57.29
Q-06335,H1,0.4782,387504.0,1,387504.0,222000,0.5728973120277469,29.39,1,Price higher than competitors,1,360000.0,27504.0,7.64,1.0,47.82,57.29
Q-06337,H1,0.4782,387504.0,1,387504.0,222000,0.5728973120277469,29.39,1,Price higher than competitors,1,360000.0,27504.0,7.64,1.0,47.82,57.29
Q-06339,H1,0.4782,387504.0,1,387504.0,222000,0.5728973120277469,29.39,1,Price higher than competitors,1,360000.0,27504.0,7.64,1.0,47.82,57.29
Q-06340,H1,0.4782,387504.0,1,387504.0,222000,0.5728973120277469,29.39,1,Price higher than competitors,1,360000.0,27504.0,7.64,1.0,47.82,57.29
Q-06341,A1,0.607,405000.0,1,405000.0,90000,0.2222222222222222,18.99,4,Gross Margin Rate too high; Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,170000.0,235000.0,138.23529411764704,1.0,60.7,22.22
Q-06345,H1,0.4782,387504.0,1,387504.0,222000,0.5728973120277469,29.39,1,Price higher than competitors,1,360000.0,27504.0,7.64,1.0,47.82,57.29
Q-06348,A1,0.607,405000.0,1,405000.0,90000,0.2222222222222222,18.99,4,Gross Margin Rate too high; Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,170000.0,235000.0,138.23529411764704,1.0,60.7,22.22
Q-06349,Q,0.4448,260000.0,1,260000.0,45000,0.173076923076923,10.32,3,Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,130000.0,130000.0,100.0,1.0,44.48,17.31
Q-06351,H1,0.4999,404352.0,1,404352.0,222000,0.5490265906932573,29.39,2,Gross Margin Rate too high; Price higher than competitors,1,360000.0,44352.0,12.32,1.0,49.99,54.9
Q-06355,I1,0.6556000000000001,468000.0,1,468000.0,132000,0.282051282051282,22.91,4,Gross Margin Rate too high; Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,240000.0,228000.0,95.0,1.0,65.56,28.21
Q-06368,W,0.0905,163850.0,1,163850.0,66000,0.4028074458346048,13.82,2,Product has historically low win rate; No competitor information available,0,,,,,9.05,40.28
Q-06378,J,0.2791,289432.0,1,289432.0,113520,0.3922164791730009,0.0,3,Low or no energy grant advantage; Product has historically low win rate; No competitor information available,0,,,,,27.91,39.22
Q-06389,Q,0.0032,149500.0,1,149500.0,45000,0.3010033444816054,10.32,3,Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,130000.0,19500.0,15.0,1.0,0.32,30.1
Q-06391,Z,0.3495,2120275.5,1,2120275.5,720000,0.3395785123206866,44.44,2,Low or no energy grant advantage; No competitor information available,0,,,,,34.95,33.96
Q-06395,H1,0.4845,391392.0,1,391392.0,222000,0.5672062791268089,29.39,1,Price higher than competitors,1,360000.0,31392.0,8.72,1.0,48.45,56.72
Q-06397,W,0.1735,176030.0,1,176030.0,66000,0.3749360904391297,13.82,3,Low or no energy grant advantage; Product has historically low win rate; No competitor information available,0,,,,,17.35,37.49
Q-06417,B,0.2532999999999999,122980.0,1,122980.0,56760,0.4615384615384615,33.33,1,No competitor information available,0,,,,,25.33,46.15
Q-06418,I1,0.6556000000000001,264420.0,2,528840.0,132000,0.2496029044701611,22.91,4,Gross Margin Rate too high; Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,240000.0,24420.0,10.175,1.0,65.56,24.96
Q-06420,W,0.4861,290000.0,1,290000.0,66000,0.2275862068965517,13.82,3,Low or no energy grant advantage; Product has historically low win rate; No competitor information available,0,,,,,48.61,22.76
Q-06423,W,0.1063,166750.0,1,166750.0,66000,0.3958020989505247,13.82,2,Product has historically low win rate; No competitor information available,0,,,,,10.63,39.58
Q-06430,H1,0.6887000000000001,648000.0,1,648000.0,222000,0.3425925925925926,29.39,3,Gross Margin Rate too high; Price higher than competitors; Low or no energy grant advantage,1,360000.0,288000.0,80.0,1.0,68.87,34.26
Q-06443,I1,0.4289,282672.0,1,282672.0,132000,0.466972321276957,22.91,2,Price higher than competitors; Product has historically low win rate,1,240000.0,42672.0,17.78,1.0,42.89,46.7
Q-06449,A,0.5843,200000.0,1,200000.0,38700,0.1935,13.04,4,Gross Margin Rate too high; Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,10500.0,189500.0,1804.7619047619048,1.0,58.43,19.35
Q-06450,Q,0.051,157040.0,1,157040.0,45000,0.2865511971472236,10.32,3,Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,130000.0,27040.0,20.8,1.0,5.1,28.66
Q-06451,Q,0.051,157040.0,1,157040.0,45000,0.2865511971472236,10.32,3,Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,130000.0,27040.0,20.8,1.0,5.1,28.66
Q-06453,Q,0.4448,260000.0,1,260000.0,45000,0.173076923076923,10.32,3,Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,130000.0,130000.0,100.0,1.0,44.48,17.31
Q-06455,A1,0.3112,232875.0,1,232875.0,90000,0.3864734299516908,18.99,3,Price higher than competitors; Low or no energy grant advantage; Product has historically low win rate,1,170000.0,62875.0,36.98529411764706,1.0,31.12,38.65
