quote_id,product,product_model,kw,qty,current_gmr_pct,recommended_gmr_pct,delta_gmr_pct_point,unit_price,recommended_unit_price,delta_unit_price,subtotal_price,recommended_subtotal_price,delta_subtotal_price,estimated_gross_profit,recommended_estimated_gross_profit,current_predicted_win_probability_pct,recommended_predicted_win_probability_pct,delta_predicted_win_probability_pct_point,current_expected_return,recommended_expected_return,delta_expected_return,delta_expected_return_pct,avg_competitor_price,min_competitor_price,price_gap_avg_competitor_pct,recommended_price_gap_avg_competitor_pct,price_gap_min_competitor_pct,recommended_price_gap_min_competitor_pct,convert_to_order,success,min_win_probability_threshold_pct,row_id,gross_margin_rate,energy_grant_amount,estimated_cost_x,current_predicted_win_probability,recommended_gmr,estimated_cost_y,recommended_predicted_win_probability,recommended_effective_price_after_grant,recommended_grant_ratio_to_subtotal,higher_than_avg_competitor,is_lower_than_competitor,min_win_probability_threshold,delta_gmr,delta_predicted_win_probability
Q-02132,I1,I1,22.0,2,66.27,60.0,-6.269999999999998,244500.0,206174.625,-38325.375,489000.0,412349.25,-76650.75,324060.3,247409.55,96.50414397218304,99.7820607678313,3.2779167956482502,312731.6184686883,246870.34752641793,-65861.27094227035,-21.0599974715587,240000.0,240000.0,1.875,-14.09390625,1.875,-14.09390625,0,1,70.0,23,0.6627,132000,164939.7,0.9650414397218304,0.6,164939.7,0.9978206076783129,280349.25,0.320116988208418,0.0,1.0,0.7,-0.06269999999999998,0.0327791679564825
Q-02428,O,Other,75.0,1,41.349999999999994,50.0,8.650000000000002,659000.0,773007.0,114007.0,659000.0,773007.0,114007.0,272496.5,386503.5,91.30503084136055,87.53505335047714,-3.7699774908834027,248803.01336662803,338326.0449264614,89523.03155983338,35.981490074605794,,,,,,,0,1,70.0,24,0.4135,322500,386503.5,0.9130503084136055,0.5,386503.5,0.8753505335047714,450507.0,0.4172019140835723,,,0.7,0.08650000000000002,-0.03769977490883403
Q-02428,S,S,110.0,1,41.349999999999994,55.00000000000001,13.650000000000006,1141900.0,1488276.3333333335,346376.3333333335,1141900.0,1488276.3333333335,346376.3333333335,472175.65,818551.9833333335,92.3600481028049,90.76477414795315,-1.5952739548517503,436101.6574697317,742956.8589560912,306855.2014863595,70.36322752514586,1880000.0,1880000.0,-39.26063829787234,-20.836365248226944,-39.26063829787234,-20.836365248226944,0,1,70.0,25,0.4135,528000,669724.35,0.9236004810280489,0.55,669724.35,0.9076477414795314,960276.3333333335,0.35477282556621986,0.0,1.0,0.7,0.13650000000000007,-0.015952739548517503
Q-02534,N1,N1,75.0,2,45.35,50.0,4.649999999999999,793000.0,866749.0,73749.0,1586000.0,1733498.0,147498.0,719251.0,866749.0,95.08105500660288,87.07299371342552,-8.00806129317736,683871.4389455413,754704.3022811785,70832.86333563726,10.357628539781421,830000.0,760000.0,-4.457831325301205,4.427590361445783,4.342105263157895,14.045921052631579,0,1,70.0,26,0.4535,375000,866749.0,0.9508105500660288,0.5,866749.0,0.8707299371342552,1358498.0,0.21632560291387704,1.0,0.0,0.7,0.046499999999999986,-0.0800806129317736
Q-02733,S,S,110.0,3,21.64,45.0,23.36,1222400.0,1741586.618181818,519186.61818181793,3667200.0,5224759.854545454,1557559.8545454536,793582.0800000001,2351141.9345454536,28.40136320515419,94.88667419990936,66.48531099475518,225388.12887181732,2230920.387409591,2005532.2585377737,889.8127281931338,1880000.0,1880000.0,-34.97872340425532,-7.3624139264990465,-34.97872340425532,-7.3624139264990465,1,0,70.0,27,0.2164,528000,2873617.92,0.2840136320515419,0.45,2873617.92,0.9488667419990937,4696759.854545454,0.10105727625752002,0.0,1.0,0.7,0.2336,0.6648531099475519
Q-02784,T,Other,110.0,1,3.93,45.0,41.07,992000.0,1732753.4545454544,740753.4545454544,992000.0,1732753.4545454544,740753.4545454544,38985.59999999998,779739.0545454543,99.27184368727706,93.8048805206143,-5.466963166662763,38701.72389254707,731433.288488931,692731.564596384,1789.9243106578665,1880000.0,1880000.0,-47.23404255319149,-7.832263056092853,-47.23404255319149,-7.832263056092853,0,1,70.0,28,0.0393,528000,953014.4,0.9927184368727706,0.45,953014.4,0.938048805206143,1204753.4545454544,0.304717326411857,0.0,1.0,0.7,0.4107,-0.05466963166662764
Q-02916,K,K,37.0,1,28.26,55.00000000000001,26.740000000000002,154000.0,245510.22222222225,91510.22222222225,154000.0,245510.22222222225,91510.22222222225,43520.399999999994,135030.62222222224,99.7504830813203,96.09258935277424,-3.6578937285460578,43411.80923892291,129754.42131249594,86342.61207357302,198.89199180429105,,,,,,,0,1,70.0,29,0.2826,190920,110479.6,0.997504830813203,0.55,110479.6,0.9609258935277424,54590.22222222225,0.7776458278270376,,,0.7,0.2674,-0.03657893728546058
Q-02941,I1,I1,22.0,1,33.64999999999999,50.0,16.35000000000001,236333.0,313613.891,77280.891,236333.0,313613.891,77280.891,79526.0545,156806.9455,98.80875405383973,86.58362494030743,-12.225129113532295,78578.70359962754,135769.1375720723,57190.433972444764,72.78108616278551,240000.0,240000.0,-1.5279166666666666,30.672454583333337,-1.5279166666666666,30.672454583333337,0,1,70.0,30,0.3364999999999999,132000,156806.9455,0.9880875405383973,0.5,156806.9455,0.8658362494030744,181613.891,0.4208997234755778,1.0,0.0,0.7,0.1635000000000001,-0.12225129113532296
Q-03099,W,W,11.0,1,54.84,45.0,-9.839999999999998,250000.0,205272.72727272726,-44727.272727272735,250000.0,205272.72727272726,-44727.272727272735,137100.0,92372.72727272726,91.29515018573156,83.2649728634711,-8.030177322260457,125165.65090463797,76914.12629688453,-48251.52460775344,-38.550132771262966,,,,,,,0,1,70.0,31,0.5484,66000,112900.0,0.9129515018573156,0.45,112900.0,0.832649728634711,139272.72727272726,0.32152347209920284,,,0.7,-0.09839999999999999,-0.08030177322260457
Q-03110,N1,N1,75.0,1,39.22,50.0,10.780000000000001,718000.0,872800.8,154800.80000000005,718000.0,872800.8,154800.80000000005,281599.6,436400.4,74.60427753673817,94.3267282531985,19.722450716460337,210085.3471263445,411642.2194038713,201556.87227752677,95.94047135344059,830000.0,760000.0,-13.493975903614459,5.156722891566271,-5.526315789473684,14.842210526315796,0,1,70.0,32,0.3922,375000,436400.4,0.7460427753673816,0.5,436400.4,0.943267282531985,497800.80000000005,0.42965130187781675,1.0,0.0,0.7,0.1078,0.19722450716460338
Q-03273,I1,I1,22.0,2,51.56,60.0,8.439999999999992,273762.0,331525.782,57763.78200000001,547524.0,663051.564,115527.56400000001,282303.3744,397830.9384,81.52191001740267,77.50642042680242,-4.015489590600252,230139.10285445937,308344.51970419736,78205.41684973799,33.98180312677908,240000.0,240000.0,14.067499999999999,38.135742500000006,14.067499999999999,38.135742500000006,0,1,70.0,33,0.5156000000000001,132000,265220.6256,0.8152191001740268,0.6,265220.6256,0.7750642042680242,531051.564,0.19907953946097623,1.0,0.0,0.7,0.08439999999999992,-0.04015489590600252
Q-03387,H1,H1,37.0,2,61.92999999999999,60.0,-1.9299999999999984,530000.0,504427.50000000006,-25572.49999999994,1060000.0,1008855.0000000001,-51144.99999999988,656458.0,605313.0,95.87937129756844,95.22987424748193,-0.6494970500865116,629407.8032325918,576438.8087036603,-52968.994528931566,-8.415687612528275,360000.0,360000.0,47.22222222222222,40.11875000000001,47.22222222222222,40.11875000000001,0,1,70.0,34,0.6193,222000,403542.00000000006,0.9587937129756844,0.6,403542.00000000006,0.9522987424748193,786855.0000000001,0.22005144445931277,1.0,0.0,0.7,-0.019299999999999984,-0.006494970500865116
Q-03409,N1,N1,75.0,1,64.87,50.0,-14.870000000000005,1283500.0,901787.0999999999,-381712.90000000014,1283500.0,901787.0999999999,-381712.90000000014,832606.4500000001,450893.54999999993,0.023581876214646084,78.80804762385864,78.78446574764398,196.34422239415917,355340.4036169068,355144.0593945126,180878.28358991092,830000.0,760000.0,54.638554216867476,8.649048192771067,68.88157894736841,18.656197368421033,1,0,70.0,35,0.6487,375000,450893.54999999993,0.00023581876214646085,0.5,450893.54999999993,0.7880804762385863,526787.0999999999,0.41584094516322095,1.0,0.0,0.7,-0.14870000000000005,0.7878446574764398
Q-03418,O1,O1,75.0,2,20.54,45.0,24.46,574900.0,830573.709090909,255673.709090909,1149800.0,1661147.418181818,511347.418181818,236168.92000000004,747516.338181818,98.65532643206416,96.03519612863074,-2.62013030343341,232993.2189570805,717878.7814664677,484885.56250938715,208.11144834163932,830000.0,760000.0,-30.734939759036145,0.06912157721795051,-24.35526315789474,9.286014354066973,0,1,70.0,36,0.2054,375000,913631.08,0.9865532643206416,0.45,913631.08,0.9603519612863075,1286147.418181818,0.22574757417403096,1.0,0.0,0.7,0.2446,-0.0262013030343341
Q-03437,A1,A1,15.0,1,37.0,40.0,3.0000000000000027,275000.0,288750.0,13750.0,275000.0,288750.0,13750.0,101750.0,115500.0,97.17704550099108,95.17965207905686,-1.9973934219342238,98877.64379725844,109932.49815131068,11054.854354052237,11.180337566214085,170000.0,170000.0,61.76470588235294,69.85294117647058,61.76470588235294,69.85294117647058,0,1,70.0,37,0.37,90000,173250.0,0.9717704550099109,0.4,173250.0,0.9517965207905686,198750.0,0.3116883116883117,1.0,0.0,0.7,0.030000000000000027,-0.019973934219342238
Q-03440,I1,I1,22.0,1,37.0,50.0,13.0,260000.0,327600.0,67600.0,260000.0,327600.0,67600.0,96200.0,163800.0,72.61016243159149,94.31408635375146,21.703923922159962,69850.97625919103,154486.47344744488,84635.49718825385,121.16580428912398,240000.0,240000.0,8.333333333333332,36.5,8.333333333333332,36.5,0,1,70.0,38,0.37,132000,163800.0,0.726101624315915,0.5,163800.0,0.9431408635375146,195600.0,0.40293040293040294,1.0,0.0,0.7,0.13,0.21703923922159962
Q-03578,N1,N1,75.0,2,51.73,60.0,8.27,607600.0,733221.3,125621.30000000005,1215200.0,1466442.6,251242.6000000001,628622.96,879865.56,99.76803198797502,85.92241059478847,-13.845621393186548,627164.7558165555,756001.699145335,128836.94332877954,20.54275884189897,830000.0,760000.0,-26.795180722891565,-11.660084337349392,-20.05263157894737,-3.523513157894731,0,1,70.0,39,0.5173,375000,586577.04,0.9976803198797503,0.6,586577.04,0.8592241059478848,1091442.6,0.25572088535889503,0.0,1.0,0.7,0.0827,-0.13845621393186547
Q-03581,H1,H1,37.0,1,69.17,60.0,-9.17,359000.0,276699.25,-82300.75,359000.0,276699.25,-82300.75,248320.3,166019.55,87.89528071457411,99.9902829480119,12.095002233437768,218261.82475627257,166003.41779401607,-52258.4069622565,-23.942990039880833,360000.0,360000.0,-0.2777777777777778,-23.139097222222222,-0.2777777777777778,-23.139097222222222,0,1,70.0,40,0.6917,222000,110679.7,0.8789528071457412,0.6,110679.7,0.9999028294801189,54699.25,0.8023151490291355,0.0,1.0,0.7,-0.0917,0.12095002233437768
Q-03626,H1,H1,37.0,2,65.24,60.0,-5.24,352000.0,305888.0,-46112.0,704000.0,611776.0,-92224.0,459289.6,367065.6,86.4221101699508,99.81296851915683,13.390858349206026,396927.7641111263,366379.0717726541,-30548.692338472232,-7.6962850928008235,360000.0,360000.0,-2.2222222222222223,-15.031111111111112,-2.2222222222222223,-15.031111111111112,0,1,70.0,41,0.6524,222000,244710.4,0.8642211016995079,0.6,244710.4,0.9981296851915682,389776.0,0.36287791610001047,0.0,1.0,0.7,-0.0524,0.13390858349206025
Q-03631,H1,H1,37.0,1,39.54,55.00000000000001,15.460000000000008,360000.0,483680.00000000006,123680.00000000006,360000.0,483680.00000000006,123680.00000000006,142344.0,266024.00000000006,94.0992141390954,93.69653805180877,-0.4026760872866242,133944.58537415395,249255.27838694383,115310.69301278988,86.08835712969427,360000.0,360000.0,0.0,34.355555555555576,0.0,34.355555555555576,0,1,70.0,42,0.3954,222000,217656.0,0.940992141390954,0.55,217656.0,0.9369653805180878,261680.00000000006,0.4589811445583857,1.0,0.0,0.7,0.15460000000000007,-0.004026760872866242
Q-03631,N1,N1,75.0,1,39.54,55.00000000000001,15.460000000000008,649000.0,871967.5555555557,222967.55555555574,649000.0,871967.5555555557,222967.55555555574,256614.59999999998,479582.1555555557,71.58468671140649,98.82947532230986,27.24478861090338,183696.7574657289,473968.52807497967,290271.77060925076,158.01681783272895,830000.0,760000.0,-21.80722891566265,5.056331994645269,-14.605263157894738,14.732573099415228,0,1,70.0,43,0.3954,375000,392385.4,0.7158468671140649,0.55,392385.4,0.9882947532230987,496967.55555555574,0.4300618728423636,1.0,0.0,0.7,0.15460000000000007,0.2724478861090338
Q-03731,H1,H1,37.0,1,45.31,55.00000000000001,9.690000000000005,360000.0,437520.00000000006,77520.00000000006,360000.0,437520.00000000006,77520.00000000006,163116.0,240636.00000000006,81.40851626660958,95.81096140075637,14.40244513414678,132790.3153934429,230555.66507632413,97765.34968288123,73.6238553189767,360000.0,360000.0,0.0,21.53333333333335,0.0,21.53333333333335,0,1,70.0,44,0.4531,222000,196884.0,0.8140851626660959,0.55,196884.0,0.9581096140075637,215520.00000000006,0.5074053757542512,1.0,0.0,0.7,0.09690000000000004,0.1440244513414678
Q-04030,N1,N1,75.0,1,40.04,60.0,19.96,585700.0,877964.3,292264.30000000005,585700.0,877964.3,292264.30000000005,234514.27999999997,526778.5800000001,99.99140350181676,98.82943794024652,-1.161965561570244,234494.11998418035,520612.30980361195,286118.18981943163,122.01508073581292,830000.0,760000.0,-29.433734939759038,5.77883132530121,-22.93421052631579,15.521618421052638,0,1,70.0,45,0.4004,375000,351185.72000000003,0.9999140350181677,0.6,351185.72000000003,0.9882943794024652,502964.30000000005,0.4271244286356518,1.0,0.0,0.7,0.1996,-0.01161965561570244
Q-04053,A1,A1,15.0,1,33.26,30.0,-3.2600000000000016,301000.0,286982.0,-14018.0,301000.0,286982.0,-14018.0,100112.6,86094.6,91.18786246910547,95.49450570612046,4.306643237014995,91290.54000224567,82215.6127096616,-9074.927292584078,-9.940709401391253,170000.0,170000.0,77.05882352941177,68.81294117647059,77.05882352941177,68.81294117647059,0,1,70.0,46,0.3326,90000,200887.4,0.9118786246910546,0.3,200887.4,0.9549450570612046,196982.0,0.3136085190011917,1.0,0.0,0.7,-0.03260000000000002,0.043066432370149954
