row_index,quote_id,product,pricing_anomaly_score_0_100,anomaly_direction,top_local_diffi_features,local_diffi_business_explanation
736,Q-10220,S,75.28,Profitability risk review,product (0.9822); gross_margin_rate (0.0703); price_gap_avg_competitor (0.0674); price_gap_min_competitor (0.0588); avg_competitor_price (0.0566),"product category contributes to unusual pricing pattern (S); GMR is negative (-7.3%); price_gap_avg_competitor contributes to anomaly; price_gap_min_competitor contributes to anomaly; avg_competitor_price is unusually high (1,880,000.0000, above P90)."
755,Q-10309,U,80.68,Unusual pricing pattern review,product (1.2440); competitor_a (0.0654); estimated_cost (0.0620); subtotal_price (0.0615); avg_competitor_price (0.0539),"product category contributes to unusual pricing pattern (U); competitor_a contributes to anomaly; estimated_cost is unusually high (2,076,714.2880, above P90); subtotal price is unusually high (3,084,840, above P90); avg_competitor_price is unusually high (1,880,000.0000, above P90)."
760,Q-10316,S,80.69,Conversion risk review,product (0.9329); subtotal_price (0.0657); effective_price_after_grant (0.0657); competitor_a (0.0655); avg_competitor_price (0.0621),"product category contributes to unusual pricing pattern (S); subtotal price is unusually high (3,823,560, above P90); effective_price_after_grant is unusually high (3,295,560.0000, above P90); competitor_a contributes to anomaly; avg_competitor_price is unusually high (1,880,000.0000, above P90)."
776,Q-10461,D1,92.24,Conversion risk review,product (1.2883); is_compe_c (0.1167); avg_competitor_price (0.1034); estimated_cost (0.0885); subtotal_price (0.0882),"product category contributes to unusual pricing pattern (D1); is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,000,000.0000, above P90); estimated_cost is unusually high (3,661,011.2000, above P90); subtotal price is unusually high (5,152,000, above P90)."
844,Q-11022,D1,82.33,Conversion risk review,product (1.0493); is_compe_c (0.0980); avg_competitor_price (0.0868); kw (0.0732); unit_price (0.0697),"product category contributes to unusual pricing pattern (D1); is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,000,000.0000, above P90); kw contributes to anomaly; unit price is unusually high (2,778,400, above P90)."
983,Q-11679,E1,79.94,Conversion risk review,product (1.0481); is_compe_c (0.0996); avg_competitor_price (0.0807); kw (0.0705); unit_price (0.0669),"product category contributes to unusual pricing pattern (E1); is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,000,000.0000, above P90); kw contributes to anomaly; unit price is unusually high (2,571,400, above P90)."
987,Q-11707,E1,100.0,Conversion risk review,product (1.7304); is_compe_c (0.1416); estimated_cost (0.1372); price_gap_min_competitor (0.1239); subtotal_price (0.1106),"product category contributes to unusual pricing pattern (E1); is_compe_c contributes to anomaly; estimated_cost is unusually high (4,152,420.0000, above P90); price_gap_min_competitor contributes to anomaly; subtotal price is unusually high (4,600,000, above P90)."
989,Q-11708,E1,99.87,Conversion risk review,product (1.7280); is_compe_c (0.1416); estimated_cost (0.1360); price_gap_min_competitor (0.1239); subtotal_price (0.1106),"product category contributes to unusual pricing pattern (E1); is_compe_c contributes to anomaly; estimated_cost is unusually high (4,170,820.0000, above P90); price_gap_min_competitor contributes to anomaly; subtotal price is unusually high (4,600,000, above P90)."
1040,Q-12213,S,88.43,High conversion risk review,product (1.1665); estimated_gross_profit (0.0805); unit_price (0.0805); price_gap_min_competitor (0.0756); price_gap_avg_competitor (0.0724),"product category contributes to unusual pricing pattern (S); estimated gross profit is unusually high (2,391,948, above P90); unit price is unusually high (3,420,000, above P90); price_gap_min_competitor contributes to anomaly; price_gap_avg_competitor contributes to anomaly."
1057,Q-12318,D1,82.08,Conversion risk review,product (1.0053); is_compe_c (0.1008); avg_competitor_price (0.0868); kw (0.0743); unit_price (0.0689),"product category contributes to unusual pricing pattern (D1); is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,000,000.0000, above P90); kw contributes to anomaly; unit price is unusually high (2,599,000, above P90)."
1058,Q-12318,F1,81.05,Conversion risk review,product (1.1055); is_compe_c (0.1125); avg_competitor_price (0.0862); kw (0.0754); max_competitor_price (0.0632),"product category contributes to unusual pricing pattern (F1); is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,000,000.0000, above P90); kw contributes to anomaly; max_competitor_price contributes to anomaly."
1067,Q-12382,S,88.43,High conversion risk review,product (1.1665); estimated_gross_profit (0.0805); unit_price (0.0805); price_gap_min_competitor (0.0756); price_gap_avg_competitor (0.0724),"product category contributes to unusual pricing pattern (S); estimated gross profit is unusually high (2,391,948, above P90); unit price is unusually high (3,420,000, above P90); price_gap_min_competitor contributes to anomaly; price_gap_avg_competitor contributes to anomaly."
1079,Q-12432,S,88.43,High conversion risk review,product (1.1665); estimated_gross_profit (0.0805); unit_price (0.0805); price_gap_min_competitor (0.0756); price_gap_avg_competitor (0.0724),"product category contributes to unusual pricing pattern (S); estimated gross profit is unusually high (2,391,948, above P90); unit price is unusually high (3,420,000, above P90); price_gap_min_competitor contributes to anomaly; price_gap_avg_competitor contributes to anomaly."
1092,Q-12530,D1,99.46,High conversion risk review,product (1.5866); is_compe_c (0.1420); price_gap_min_competitor (0.1357); unit_price (0.1066); is_compe_a (0.1061),"product category contributes to unusual pricing pattern (D1); is_compe_c contributes to anomaly; price_gap_min_competitor contributes to anomaly; unit price is unusually high (4,600,000, above P90); is_compe_a contributes to anomaly."
1093,Q-12532,D1,99.46,High conversion risk review,product (1.5866); is_compe_c (0.1420); price_gap_min_competitor (0.1357); unit_price (0.1066); is_compe_a (0.1061),"product category contributes to unusual pricing pattern (D1); is_compe_c contributes to anomaly; price_gap_min_competitor contributes to anomaly; unit price is unusually high (4,600,000, above P90); is_compe_a contributes to anomaly."
1377,Q-14125,C1,89.35,Opportunity review,product (1.5219); competitor_c (0.4361); is_compe_c (0.1338); avg_competitor_price (0.1124); max_competitor_price (0.0894),"product category contributes to unusual pricing pattern (C1); competitor_c contributes to anomaly; is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,100,000.0000, above P90); max_competitor_price contributes to anomaly."
1515,Q-14607,C1,89.54,Unusual pricing pattern review,product (1.5487); competitor_c (0.4483); is_compe_c (0.1399); avg_competitor_price (0.1069); estimated_cost (0.0944),"product category contributes to unusual pricing pattern (C1); competitor_c contributes to anomaly; is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,100,000.0000, above P90); estimated_cost is unusually high (2,485,723.0329, above P90)."
2056,Q-17874,V,83.88,High conversion risk review,product (1.1670); estimated_gross_profit (0.0829); price_gap_min_competitor (0.0822); unit_price (0.0763); min_competitor_price (0.0683),"product category contributes to unusual pricing pattern (V); estimated gross profit is unusually high (2,409,390, above P90); price_gap_min_competitor contributes to anomaly; unit price is unusually high (3,420,000, above P90); min_competitor_price contributes to anomaly."
2111,Q-18203,D1,99.46,High conversion risk review,product (1.5866); is_compe_c (0.1420); price_gap_min_competitor (0.1357); unit_price (0.1066); is_compe_a (0.1061),"product category contributes to unusual pricing pattern (D1); is_compe_c contributes to anomaly; price_gap_min_competitor contributes to anomaly; unit price is unusually high (4,600,000, above P90); is_compe_a contributes to anomaly."
2138,Q-18368,U,79.3,Unusual pricing pattern review,product (1.2187); competitor_a (0.0654); price_gap_avg_competitor (0.0643); estimated_cost (0.0601); price_gap_min_competitor (0.0595),"product category contributes to unusual pricing pattern (U); competitor_a contributes to anomaly; price_gap_avg_competitor contributes to anomaly; estimated_cost is unusually high (2,084,276.0448, above P90); price_gap_min_competitor contributes to anomaly."
2139,Q-18376,S,72.82,High conversion risk review,product (0.6972); avg_competitor_price (0.0575); competitor_a (0.0550); price_gap_min_competitor (0.0527); unit_price (0.0439),"product category contributes to unusual pricing pattern (S); avg_competitor_price is unusually high (1,880,000.0000, above P90); competitor_a contributes to anomaly; price_gap_min_competitor contributes to anomaly; unit price is unusually high (2,565,000, above P90)."
2149,Q-18426,E1,82.06,Conversion risk review,product (1.1507); is_compe_c (0.1019); avg_competitor_price (0.0865); kw (0.0756); unit_price (0.0669),"product category contributes to unusual pricing pattern (E1); is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,000,000.0000, above P90); kw contributes to anomaly; unit price is unusually high (2,852,000, above P90)."
2177,Q-18581,D1,99.46,High conversion risk review,product (1.5866); is_compe_c (0.1420); price_gap_min_competitor (0.1357); unit_price (0.1066); is_compe_a (0.1061),"product category contributes to unusual pricing pattern (D1); is_compe_c contributes to anomaly; price_gap_min_competitor contributes to anomaly; unit price is unusually high (4,600,000, above P90); is_compe_a contributes to anomaly."
2293,Q-19522,D1,85.37,Conversion risk review,product (1.1461); is_compe_c (0.1054); avg_competitor_price (0.0880); kw (0.0729); unit_price (0.0709),"product category contributes to unusual pricing pattern (D1); is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,000,000.0000, above P90); kw contributes to anomaly; unit price is unusually high (2,990,000, above P90)."
2294,Q-19526,D1,85.37,Conversion risk review,product (1.1461); is_compe_c (0.1054); avg_competitor_price (0.0880); kw (0.0729); unit_price (0.0709),"product category contributes to unusual pricing pattern (D1); is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,000,000.0000, above P90); kw contributes to anomaly; unit price is unusually high (2,990,000, above P90)."
2296,Q-19529,D1,85.37,Conversion risk review,product (1.1461); is_compe_c (0.1054); avg_competitor_price (0.0880); kw (0.0729); unit_price (0.0709),"product category contributes to unusual pricing pattern (D1); is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,000,000.0000, above P90); kw contributes to anomaly; unit price is unusually high (2,990,000, above P90)."
2297,Q-19530,D1,85.37,Conversion risk review,product (1.1461); is_compe_c (0.1054); avg_competitor_price (0.0880); kw (0.0729); unit_price (0.0709),"product category contributes to unusual pricing pattern (D1); is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,000,000.0000, above P90); kw contributes to anomaly; unit price is unusually high (2,990,000, above P90)."
2298,Q-19531,D1,85.37,Conversion risk review,product (1.1461); is_compe_c (0.1054); avg_competitor_price (0.0880); kw (0.0729); unit_price (0.0709),"product category contributes to unusual pricing pattern (D1); is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,000,000.0000, above P90); kw contributes to anomaly; unit price is unusually high (2,990,000, above P90)."
2300,Q-19536,D1,85.37,Conversion risk review,product (1.1461); is_compe_c (0.1054); avg_competitor_price (0.0880); kw (0.0729); unit_price (0.0709),"product category contributes to unusual pricing pattern (D1); is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,000,000.0000, above P90); kw contributes to anomaly; unit price is unusually high (2,990,000, above P90)."
2325,Q-19729,D1,83.14,Conversion risk review,product (1.0896); is_compe_c (0.1030); avg_competitor_price (0.0898); kw (0.0736); unit_price (0.0729),"product category contributes to unusual pricing pattern (D1); is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,000,000.0000, above P90); kw contributes to anomaly; unit price is unusually high (2,852,000, above P90)."
2388,Q-20199,S,72.78,High conversion risk review,product (0.6972); avg_competitor_price (0.0575); competitor_a (0.0550); price_gap_min_competitor (0.0527); unit_price (0.0435),"product category contributes to unusual pricing pattern (S); avg_competitor_price is unusually high (1,880,000.0000, above P90); competitor_a contributes to anomaly; price_gap_min_competitor contributes to anomaly; unit price is unusually high (2,565,000, above P90)."
2391,Q-20212,S,72.78,High conversion risk review,product (0.6972); avg_competitor_price (0.0575); competitor_a (0.0550); price_gap_min_competitor (0.0527); unit_price (0.0435),"product category contributes to unusual pricing pattern (S); avg_competitor_price is unusually high (1,880,000.0000, above P90); competitor_a contributes to anomaly; price_gap_min_competitor contributes to anomaly; unit price is unusually high (2,565,000, above P90)."
2417,Q-20425,E1,79.87,Conversion risk review,product (1.0897); is_compe_c (0.1000); avg_competitor_price (0.0784); kw (0.0740); unit_price (0.0662),"product category contributes to unusual pricing pattern (E1); is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,000,000.0000, above P90); kw contributes to anomaly; unit price is unusually high (2,490,000, above P90)."
2544,Q-21279,E1,89.54,Conversion risk review,product (1.3028); is_compe_c (0.1171); avg_competitor_price (0.1005); kw (0.0890); subtotal_price (0.0788),"product category contributes to unusual pricing pattern (E1); is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,000,000.0000, above P90); kw contributes to anomaly; subtotal price is unusually high (4,878,760, above P90)."
2562,Q-21423,F1,97.51,High conversion risk review,product (1.6351); is_compe_c (0.1473); price_gap_min_competitor (0.1324); price_gap_avg_competitor_pct (0.1067); subtotal_price (0.1058),"product category contributes to unusual pricing pattern (F1); is_compe_c contributes to anomaly; price_gap_min_competitor contributes to anomaly; price is unusually above average competitor (130.0%, above P90); subtotal price is unusually high (4,600,000, above P90)."
2582,Q-21516,T,80.17,Unusual pricing pattern review,product (1.2728); subtotal_price (0.0694); avg_competitor_price (0.0663); competitor_a (0.0655); estimated_cost (0.0617),"product category contributes to unusual pricing pattern (T); subtotal price is unusually high (2,862,540, above P90); avg_competitor_price is unusually high (1,880,000.0000, above P90); competitor_a contributes to anomaly; estimated_cost is unusually high (2,327,531.2740, above P90)."
2583,Q-21516,T,72.91,Unusual pricing pattern review,product (1.1072); price_order (0.0598); avg_competitor_price (0.0564); price_gap_avg_competitor (0.0499); competitor_a (0.0481),"product category contributes to unusual pricing pattern (T); price_order contributes to anomaly; avg_competitor_price is unusually high (1,880,000.0000, above P90); price_gap_avg_competitor contributes to anomaly; competitor_a contributes to anomaly."
2607,Q-21627,E1,81.41,Conversion risk review,product (1.1240); is_compe_c (0.0982); avg_competitor_price (0.0835); kw (0.0759); unit_price (0.0650),"product category contributes to unusual pricing pattern (E1); is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,000,000.0000, above P90); kw contributes to anomaly; unit price is unusually high (2,806,000, above P90)."
2673,Q-22106,D1,91.64,Conversion risk review,product (1.3400); estimated_cost (0.1261); is_compe_c (0.1250); avg_competitor_price (0.1050); subtotal_price (0.0933),"product category contributes to unusual pricing pattern (D1); estimated_cost is unusually high (5,197,231.8000, above P90); is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,000,000.0000, above P90); subtotal price is unusually high (6,486,000, above P90)."
2943,Q-23681,E1,81.52,Unusual pricing pattern review,product (1.2709); is_compe_c (0.1254); avg_competitor_price (0.0767); max_competitor_price (0.0682); unit_price (0.0604),"product category contributes to unusual pricing pattern (E1); is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,000,000.0000, above P90); max_competitor_price contributes to anomaly; unit price is unusually high (1,931,000, above P90)."
2948,Q-23723,E1,83.46,Conversion risk review,product (1.1746); is_compe_c (0.1063); avg_competitor_price (0.0857); kw (0.0720); unit_price (0.0682),"product category contributes to unusual pricing pattern (E1); is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,000,000.0000, above P90); kw contributes to anomaly; unit price is unusually high (2,990,000, above P90)."
3005,Q-24180,J1,77.65,Unusual pricing pattern review,product (0.7963); estimated_cost (0.0818); effective_price_after_grant (0.0698); subtotal_price (0.0676); qty (0.0563),"product category contributes to unusual pricing pattern (J1); estimated_cost is unusually high (2,573,259.0900, above P90); effective_price_after_grant is unusually high (2,793,366.0000, above P90); subtotal price is unusually high (2,974,866, above P90); qty is unusually high (6.0000, above P90)."
3109,Q-25054,G1,76.87,Conversion risk review,product (0.8740); is_compe_c (0.0976); avg_competitor_price (0.0807); kw (0.0690); unit_price (0.0624),"product category contributes to unusual pricing pattern (G1); is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,000,000.0000, above P90); kw contributes to anomaly; unit price is unusually high (2,806,000, above P90)."
3311,Q-26680,D1,82.37,Conversion risk review,product (1.0563); is_compe_c (0.0980); avg_competitor_price (0.0868); kw (0.0738); unit_price (0.0698),"product category contributes to unusual pricing pattern (D1); is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,000,000.0000, above P90); kw contributes to anomaly; unit price is unusually high (2,806,000, above P90)."
3352,Q-27042,E1,81.24,Conversion risk review,product (1.1018); is_compe_c (0.0982); avg_competitor_price (0.0830); kw (0.0720); unit_price (0.0669),"product category contributes to unusual pricing pattern (E1); is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,000,000.0000, above P90); kw contributes to anomaly; unit price is unusually high (2,806,000, above P90)."
3353,Q-27045,E1,81.24,Conversion risk review,product (1.1018); is_compe_c (0.0982); avg_competitor_price (0.0830); kw (0.0720); unit_price (0.0669),"product category contributes to unusual pricing pattern (E1); is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,000,000.0000, above P90); kw contributes to anomaly; unit price is unusually high (2,806,000, above P90)."
3363,Q-27126,F1,91.19,Profitability risk review,product (1.4901); is_compe_c (0.1451); gross_margin_rate (0.0967); avg_competitor_price (0.0904); estimated_cost (0.0878),"product category contributes to unusual pricing pattern (F1); is_compe_c contributes to anomaly; GMR is negative (-15.8%); avg_competitor_price is unusually high (2,000,000.0000, above P90); estimated_cost is unusually high (3,106,910.8591, above P90)."
3457,Q-28185,D1,99.46,High conversion risk review,product (1.5866); is_compe_c (0.1420); price_gap_min_competitor (0.1357); unit_price (0.1066); is_compe_a (0.1061),"product category contributes to unusual pricing pattern (D1); is_compe_c contributes to anomaly; price_gap_min_competitor contributes to anomaly; unit price is unusually high (4,600,000, above P90); is_compe_a contributes to anomaly."
3609,Q-29754,U,79.36,Unusual pricing pattern review,product (1.2175); competitor_a (0.0648); price_gap_avg_competitor (0.0598); subtotal_price (0.0562); estimated_cost (0.0545),"product category contributes to unusual pricing pattern (U); competitor_a contributes to anomaly; price_gap_avg_competitor contributes to anomaly; subtotal price is unusually high (2,631,356, above P90); estimated_cost is unusually high (2,030,091.1540, above P90)."
3628,Q-29936,S,72.78,High conversion risk review,product (0.6972); avg_competitor_price (0.0575); competitor_a (0.0550); price_gap_min_competitor (0.0527); unit_price (0.0435),"product category contributes to unusual pricing pattern (S); avg_competitor_price is unusually high (1,880,000.0000, above P90); competitor_a contributes to anomaly; price_gap_min_competitor contributes to anomaly; unit price is unusually high (2,565,000, above P90)."
3629,Q-29938,S,72.78,High conversion risk review,product (0.6972); avg_competitor_price (0.0575); competitor_a (0.0550); price_gap_min_competitor (0.0527); unit_price (0.0435),"product category contributes to unusual pricing pattern (S); avg_competitor_price is unusually high (1,880,000.0000, above P90); competitor_a contributes to anomaly; price_gap_min_competitor contributes to anomaly; unit price is unusually high (2,565,000, above P90)."
3631,Q-29940,S,72.78,High conversion risk review,product (0.6972); avg_competitor_price (0.0575); competitor_a (0.0550); price_gap_min_competitor (0.0527); unit_price (0.0435),"product category contributes to unusual pricing pattern (S); avg_competitor_price is unusually high (1,880,000.0000, above P90); competitor_a contributes to anomaly; price_gap_min_competitor contributes to anomaly; unit price is unusually high (2,565,000, above P90)."
3688,Q-30348,D1,99.46,High conversion risk review,product (1.5866); is_compe_c (0.1420); price_gap_min_competitor (0.1357); unit_price (0.1066); is_compe_a (0.1061),"product category contributes to unusual pricing pattern (D1); is_compe_c contributes to anomaly; price_gap_min_competitor contributes to anomaly; unit price is unusually high (4,600,000, above P90); is_compe_a contributes to anomaly."
3732,Q-30876,Y,74.35,Information gap review,product (0.8729); estimated_cost (0.0996); subtotal_price (0.0807); effective_price_after_grant (0.0722); qty (0.0580),"product category contributes to unusual pricing pattern (Y); estimated_cost is unusually high (5,516,715.3600, above P90); subtotal price is unusually high (7,444,960, above P90); effective_price_after_grant is unusually high (6,724,960.0000, above P90); qty is unusually high (4.0000, above P90)."
3763,Q-31163,U,83.28,Conversion risk review,product (1.1401); subtotal_price (0.0816); estimated_gross_profit (0.0744); competitor_a (0.0713); avg_competitor_price (0.0649),"product category contributes to unusual pricing pattern (U); subtotal price is unusually high (4,508,666, above P90); estimated gross profit is unusually high (2,430,622, above P90); competitor_a contributes to anomaly; avg_competitor_price is unusually high (1,880,000.0000, above P90)."
3814,Q-31937,U,86.05,High conversion risk review,product (1.3744); estimated_gross_profit (0.0835); price_gap_min_competitor (0.0819); unit_price (0.0775); is_compe_a (0.0759),"product category contributes to unusual pricing pattern (U); estimated gross profit is unusually high (2,381,004, above P90); price_gap_min_competitor contributes to anomaly; unit price is unusually high (3,420,000, above P90); is_compe_a contributes to anomaly."
3820,Q-32007,U,72.36,Unusual pricing pattern review,product (1.0828); competitor_a (0.0530); avg_competitor_price (0.0493); price_gap_avg_competitor (0.0483); max_competitor_price (0.0476),"product category contributes to unusual pricing pattern (U); competitor_a contributes to anomaly; avg_competitor_price is unusually high (1,880,000.0000, above P90); price_gap_avg_competitor contributes to anomaly; max_competitor_price contributes to anomaly."
4011,Q-34127,G,76.88,Information gap review,product (1.0052); estimated_cost (0.0984); effective_price_after_grant (0.0956); subtotal_price (0.0860); estimated_gross_profit (0.0668),"product category contributes to unusual pricing pattern (G); estimated_cost is unusually high (6,854,421.0000, above P90); effective_price_after_grant is unusually high (8,938,200.0000, above P90); subtotal price is unusually high (9,553,200, above P90); estimated gross profit is unusually high (2,698,779, above P90)."
4012,Q-34127,Z,74.84,Information gap review,product (0.9578); estimated_cost (0.0945); subtotal_price (0.0802); effective_price_after_grant (0.0764); qty (0.0585),"product category contributes to unusual pricing pattern (Z); estimated_cost is unusually high (5,488,014.0000, above P90); subtotal price is unusually high (7,648,800, above P90); effective_price_after_grant is unusually high (6,928,800.0000, above P90); qty is unusually high (4.0000, above P90)."
4067,Q-34806,E1,81.24,Conversion risk review,product (1.1018); is_compe_c (0.0982); avg_competitor_price (0.0830); kw (0.0720); unit_price (0.0669),"product category contributes to unusual pricing pattern (E1); is_compe_c contributes to anomaly; avg_competitor_price is unusually high (2,000,000.0000, above P90); kw contributes to anomaly; unit price is unusually high (2,806,000, above P90)."
4162,Q-36313,S,72.78,High conversion risk review,product (0.6972); avg_competitor_price (0.0575); competitor_a (0.0550); price_gap_min_competitor (0.0527); unit_price (0.0435),"product category contributes to unusual pricing pattern (S); avg_competitor_price is unusually high (1,880,000.0000, above P90); competitor_a contributes to anomaly; price_gap_min_competitor contributes to anomaly; unit price is unusually high (2,565,000, above P90)."
4194,Q-36655,U,86.05,High conversion risk review,product (1.3744); estimated_gross_profit (0.0835); price_gap_min_competitor (0.0819); unit_price (0.0775); is_compe_a (0.0759),"product category contributes to unusual pricing pattern (U); estimated gross profit is unusually high (2,381,688, above P90); price_gap_min_competitor contributes to anomaly; unit price is unusually high (3,420,000, above P90); is_compe_a contributes to anomaly."
4202,Q-36776,F1,97.51,High conversion risk review,product (1.6351); is_compe_c (0.1473); price_gap_min_competitor (0.1324); price_gap_avg_competitor_pct (0.1067); subtotal_price (0.1058),"product category contributes to unusual pricing pattern (F1); is_compe_c contributes to anomaly; price_gap_min_competitor contributes to anomaly; price is unusually above average competitor (130.0%, above P90); subtotal price is unusually high (4,600,000, above P90)."
